"Property Address","Mailing City","Mailing State","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"38 COOK ROAD",STAMFORD,CT,41.031023,-73.54486,1,rooftop,"38 Cook Rd",,"Stamford, CT 06902",38,"Cook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usngntqct9wj3rlb74w97nvj9lcxc,building_centroid
"34 CRESCENT STREET",STAMFORD,CT,41.070565,-73.518644,1,rooftop,"34 Crescent St",,"Stamford, CT 06906",34,"Crescent St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnjfp8jlrx8z9j6vvnty8mr32qh9,building_centroid
"55 TUPPER DRIVE",STAMFORD,CT,41.042087,-73.517026,1,rooftop,"55 Tupper Dr",,"Stamford, CT 06902",55,"Tupper Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn6nq369dkev9xdhn3dkgeml3lv8,building_centroid
"30 HINCKLEY AVENUE",STAMFORD,CT,41.057429,-73.550552,1,rooftop,"30 Hinckley Ave",,"Stamford, CT 06902",30,"Hinckley Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv24ng9ak3zya8zvvt5wkfv2d2d,building_centroid
"25 WILSON STREET",STAMFORD,CT,41.04722,-73.553588,1,rooftop,"25 Wilson St",,"Stamford, CT 06902",25,"Wilson St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnquvnxtg2c73a5uc9c7h2ju8vld,building_centroid
"95 INTERVALE ROAD ",STAMFORD,CT,41.10687,-73.541299,1,rooftop,"95 Intervale Rd",,"Stamford, CT 06905",95,"Intervale Rd",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnp2pkzu949nqp3meydugq73d7yc,building_centroid
"70 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.062862,-73.533836,1,rooftop,"70 Strawberry Hill Ave",,"Stamford, CT 06902",70,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et4ghk3babxpl4,building_centroid
"310 HAMILTON AVENUE ",STAMFORD,CT,41.063025,-73.510688,1,rooftop,"310 Hamilton Ave",,"Stamford, CT 06902",310,"Hamilton Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn32hz5gsk43xc47kfettpl2hfs9,building_centroid
"38 SHERWOOD ROAD",STAMFORD,CT,41.080734,-73.541138,1,rooftop,"38 Sherwood Rd",,"Stamford, CT 06905",38,"Sherwood Rd",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn7un4gk7u555j4dv9sdxyly9hr4,building_centroid
"7 FOURTH STREET ",STAMFORD,CT,41.064361,-73.544921,1,rooftop,"7 4th St",,"Stamford, CT 06905",7,"4th St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn5fgynzqgmxlf2ty9r7gtln49s3,building_centroid
"70 COLUMBUS PLACE ",STAMFORD,CT,41.098593,-73.513955,1,rooftop,"70 Columbus Pl",,"Stamford, CT 06907",70,"Columbus Pl",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn2g5ngj4eyywghmz7gh5msdtp5h,building_centroid
"266 HOPE STREET",STAMFORD,CT,41.069833,-73.526366,1,rooftop,"266 Hope St",,"Stamford, CT 06906",266,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbl6a8pggekw47xae6u5zyfhgr4,building_centroid
"61 GROVE STREET",STAMFORD,CT,41.056057,-73.533538,1,rooftop,"61 Grove St",,"Stamford, CT 06901",61,"Grove St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnyw6nvzwp3dqcbg6czavuh85c8e,building_centroid
"86 MYRTLE AVENUE",STAMFORD,CT,41.053008,-73.525293,1,rooftop,"86 Myrtle Ave",,"Stamford, CT 06902",86,"Myrtle Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn7ykrfcpkdx45e8a3ns4ag4yvu8,building_centroid
"14 FAHEY STREET",STAMFORD,CT,41.09178,-73.517308,1,rooftop,"14 Fahey St",,"Stamford, CT 06907",14,"Fahey St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn9lumbnmuampz9raqldwbqbhcjg,building_centroid
"4 RIVER PLACE",STAMFORD,CT,41.100058,-73.512499,1,rooftop,"4 River Pl",,"Stamford, CT 06907",4,"River Pl",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnqhzkke9ulql2htatfnn2ht3led,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"17 OENOKE PLACE",STAMFORD,CT,41.098855,-73.516604,1,rooftop,"17 Oenoke Pl",,"Stamford, CT 06907",17,"Oenoke Pl",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn9ycqj8dve4asfjuncnctaqn6yh,building_centroid
"0 SUMMER STREET ",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET ",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET ",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"167 GROVE STREET",STAMFORD,CT,41.059664,-73.533222,1,rooftop,"167 Grove St",,"Stamford, CT 06901",167,"Grove St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usny824txz5fhuw568jlsch438sr5,building_centroid
"167 GROVE STREET",STAMFORD,CT,41.059664,-73.533222,1,rooftop,"167 Grove St",,"Stamford, CT 06901",167,"Grove St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usny824txz5fhuw568jlsch438sr5,building_centroid
"72 ALVORD LANE",STAMFORD,CT,41.051596,-73.563729,1,rooftop,"72 Alvord Ln",,"Stamford, CT 06902",72,"Alvord Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usne7m36zwrmwwe75ue6ke5dyqfv2,building_centroid
"65 WEST BROAD STREET ",STAMFORD,CT,41.055943,-73.54773,1,rooftop,"65 W Broad St",,"Stamford, CT 06902",65,"W Broad St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxrn5wgumjceu3vqmaa8ynyrce7,building_centroid
"64 VICTORY STREET",STAMFORD,CT,41.045952,-73.555207,1,rooftop,"64 Victory St",,"Stamford, CT 06902",64,"Victory St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnd6tzvz2wl7begma9vqjmj7h2fg,building_centroid
"122 BROAD STREET",STAMFORD,CT,41.055369,-73.5383,1,rooftop,"122 Broad St",,"Stamford, CT 06901",122,"Broad St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usn72kxh2544zjt7httvvxuvqmeka,building_centroid
"103 WESTOVER AVENUE",STAMFORD,CT,41.070265,-73.576122,1,range_interpolation,"103 Westover Ave",,"Stamford, CT 06902",103,"Westover Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® from the US Census Bureau",gcod_usnesaw6td8gq7p679b8cfsvbfvrb,
"1080  BEDFORD STREET  #2A",STAMFORD,CT,41.06163,-73.538679,1,rooftop,"1080 Bedford St","Apt 2A","Stamford, CT 06905",1080,"Bedford St",Apt,2A,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxgapvae5gwy5dfc2p9q5vwbfv8-ns42g23l7d8e4,building_centroid
"303 WEED AVENUE",STAMFORD,CT,41.05118,-73.503846,1,rooftop,"303 Weed Ave",,"Stamford, CT 06902",303,"Weed Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn96p52hp4nszy4gd7e5ttfq53db,building_centroid
"80 BURWOOD AVENUE",STAMFORD,CT,41.03248,-73.550079,1,rooftop,"80 Burwood Ave",,"Stamford, CT 06902",80,"Burwood Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn3prxcw5mhjs36uzdce5pfle8u9,building_centroid
"LOT 1 OCEAN DRIVE WEST #LOT 1",STAMFORD,CT,41.027095,-73.519569,0.92,rooftop,"1 Ocean View Dr",Lot,"Stamford, CT 06902",1,"Ocean View Dr",Lot,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqvemfj5mv9yjguml9l76hftj25,building_centroid
"39 HAVEMEYER LANE",STAMFORD,CT,41.051792,-73.566424,1,rooftop,"39 Havemeyer Ln",,"Stamford, CT 06902",39,"Havemeyer Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv2kfzqmcwaugddhazsnp5hd877,building_centroid
"67 WARREN STREET ",STAMFORD,CT,41.050954,-73.523831,1,rooftop,"67 Warren St",,"Stamford, CT 06902",67,"Warren St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usns8jum35rfdwdanq6lxdq32kygd,building_centroid
"11 GOODWIN STREET #B",STAMFORD,CT,41.069596,-73.523264,1,rooftop,"11 Goodwin St","# B","Stamford, CT 06906",11,"Goodwin St",#,B,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnp8q7tl3p2pkk5ta2mmm2xb3t2g-g7e39zrz7ku33,building_centroid
"6 WALNUT RIDGE COURT",STAMFORD,CT,41.086957,-73.549908,1,range_interpolation,"6 Walnut Ridge Ct",,"Stamford, CT 06905",6,"Walnut Ridge Ct",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® from the US Census Bureau",gcod_usn73g6x5ezm4lfdgcmnjw2usgbe8,
"711 CANAL STREET #Y8",STAMFORD,CT,41.044502,-73.533712,1,rooftop,"711 Canal St","# Y8","Stamford, CT 06902",711,"Canal St",#,Y8,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnkg4bagl2ep36clt47e8zu273zc-68ld296r7a9c3,building_centroid
"418 ELM STREET",STAMFORD,CT,41.050517,-73.527178,1,rooftop,"418 Elm St",,"Stamford, CT 06902",418,"Elm St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn7rv2dqnaehrjaa8cujku2e5s29,building_centroid
"30 MANOR STREET",STAMFORD,CT,41.039968,-73.539955,1,rooftop,"30 Manor St",,"Stamford, CT 06902",30,"Manor St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnrxgx3wfg6ws4fs5vb5h6df45k4,building_centroid
"1 BROAD STREET #14A",STAMFORD,CT,41.055361,-73.542812,1,rooftop,"1 Broad St","Unit 14A","Stamford, CT 06901",1,"Broad St",Unit,14A,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usn72kxh2544zjt7zwsunze3c4jsh-uypyud8uazefh,building_centroid
"1  BROAD STREET  #PH30C",STAMFORD,CT,41.055743,-73.544178,1,rooftop,"1 W Broad St","# PH30C","Stamford, CT 06902",1,"W Broad St",#,PH30C,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxrn5wgumjceu3hb38xvbslrw49-sxd5428m9av48,building_centroid
"77 HAVEMEYER LANE #69",STAMFORD,CT,41.0545,-73.566653,1,rooftop,"77 Havemeyer Ln","Unit 69","Stamford, CT 06902",77,"Havemeyer Ln",Unit,69,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv2kfzqmcwaugdtqz5m9ljt47dc-4ny5m8yu9lgf2,building_centroid
"35 DEE LANE",STAMFORD,CT,41.032048,-73.555462,1,rooftop,"35 Dee Ln",,"Stamford, CT 06902",35,"Dee Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqb99nud29y2l2qwk7kaf67hye5,building_centroid
"71 ALVORD LANE ",STAMFORD,CT,41.051381,-73.563201,1,rooftop,"71 Alvord Ln",,"Stamford, CT 06902",71,"Alvord Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usne7m36zwrmwwe7tzy5tamcjkzk9,building_centroid
"0 HAVEMEYER LANE",STAMFORD,CT,41.057513,-73.567669,1,street_center,"Havemeyer Ln",,"Stamford, CT 06902",,"Havemeyer Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussv2kfzqmcwaugd,
"106 HAVEMEYER LANE",STAMFORD,CT,41.058659,-73.568287,0.99,rooftop,"106 Havemeyer Ln",,"Old Greenwich, CT 06870",106,"Havemeyer Ln",,,"Old Greenwich",CT,"Western Connecticut Planning Region",06870,US,"Connecticut Geospatial Information Systems Council",gcod_usnyaxfbs3r4y7p5n95yy3b2yj95c,parcel_centroid
"101 LAFAYETTE STREET ",STAMFORD,CT,41.057282,-73.526815,1,rooftop,"101 Lafayette St",,"Stamford, CT 06902",101,"Lafayette St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqfjz3yfvqfhhac345b3wlnt9m3,building_centroid
"100 RESEARCH DRIVE",STAMFORD,CT,41.077301,-73.520002,1,rooftop,"100 Research Dr",,"Stamford, CT 06906",100,"Research Dr",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnpxzxex64qef6ghtjuh6jdtyuxc,building_centroid
"96 WEST CROSS ROAD ",STAMFORD,CT,41.114095,-73.513328,1,rooftop,"96 W Cross Rd",,"Stamford, CT 06907",96,"W Cross Rd",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnwvngbz6cvxcz65yjqjgb3kluy4,building_centroid
"20 TOP GALLANT ROAD",STAMFORD,CT,41.031259,-73.548818,1,rooftop,"20 Top Gallant Rd",,"Stamford, CT 06902",20,"Top Gallant Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ee559xmh86h59clrlmtascge3,building_centroid
"7  BETTS AVENUE",STAMFORD,CT,41.040896,-73.556147,1,rooftop,"7 Betts Ave",,"Stamford, CT 06902",7,"Betts Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn6l55ena4whja7zegczyelcfzh3,building_centroid
"127 GREYROCK PLACE UT 1002",STAMFORD,CT,41.05447,-73.535818,1,rooftop,"127 Greyrock Pl",,"Stamford, CT 06901",127,"Greyrock Pl",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnth6b3pbf9krj8739f3p9uz2ljb,building_centroid
"127 GREYROCK PLACE UT 909",STAMFORD,CT,41.05447,-73.535818,1,rooftop,"127 Greyrock Pl",,"Stamford, CT 06901",127,"Greyrock Pl",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnth6b3pbf9krj8739f3p9uz2ljb,building_centroid
"39 GLENBROOK ROAD ",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"39 GLENBROOK ROAD",STAMFORD,CT,41.056498,-73.528443,1,rooftop,"39 Glenbrook Rd",,"Stamford, CT 06902",39,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvelvscb4kjcd8ue,building_centroid
"15 FIRST STREET",STAMFORD,CT,41.062449,-73.54129,1,rooftop,"15 1st St",,"Stamford, CT 06905",15,"1st St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnrwwgkr4zrl2j3pbcp54tytz827,building_centroid
"743 HOPE STREET",STAMFORD,CT,41.084529,-73.519151,1,rooftop,"743 Hope St",,"Stamford, CT 06907",743,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnfkq23mubsxdk39xrtgwhcr4t78,building_centroid
"32 WEED HILL AVENUE",STAMFORD,CT,41.097643,-73.521847,1,rooftop,"32 Weed Hill Ave",,"Stamford, CT 06907",32,"Weed Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnrza6pq4gc3yv9n72t4wxzrmxgh,building_centroid
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"0 SUMMER STREET",STAMFORD,CT,41.069943,-73.549435,1,street_center,"Summer St",,"Stamford, CT 06905",,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussfhzebygqbquk7,
"56 VIADUCT ROAD ",STAMFORD,CT,41.080307,-73.519513,1,rooftop,"56 Viaduct Rd",,"Stamford, CT 06907",56,"Viaduct Rd",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn5hldge7zuhy48rama2252gdek7,building_centroid
"15 GREENWICH AVENUE",STAMFORD,CT,41.049945,-73.547048,1,rooftop,"15 Greenwich Ave",,"Stamford, CT 06902",15,"Greenwich Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnyd6a59b34xks3fxuwy5ntpv3hh,building_centroid
"37 VANECH DRIVE ",STAMFORD,CT,41.078264,-73.539611,1,rooftop,"37 Vanech Dr",,"Stamford, CT 06905",37,"Vanech Dr",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usndjkc5rvss3hu95jpfruw5ra4p9,building_centroid
"197 BRIDGE STREET",STAMFORD,CT,41.065624,-73.55427,1,rooftop,"197 Bridge St",,"Stamford, CT 06905",197,"Bridge St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnczaaelxv6wna96bn5q6bjj4q97,building_centroid
"197 BRIDGE STREET",STAMFORD,CT,41.065624,-73.55427,1,rooftop,"197 Bridge St",,"Stamford, CT 06905",197,"Bridge St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnczaaelxv6wna96bn5q6bjj4q97,building_centroid
"1234 SUMMER STREET ",STAMFORD,CT,41.061322,-73.541781,1,rooftop,"1234 Summer St",,"Stamford, CT 06905",1234,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnfhzebygqbquk7vvef9hq5lehge,building_centroid
"139 MULBERRY STREET",STAMFORD,CT,41.09616,-73.525828,1,rooftop,"139 Mulberry St",,"Stamford, CT 06907",139,"Mulberry St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnlpfpzbsq4xbdcytqsc8mfzbzeb,building_centroid
"18 COURT STREET",STAMFORD,CT,41.061156,-73.545106,1,rooftop,"18 Court St",,"Stamford, CT 06902",18,"Court St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnyj3kdhjqtd6ndcdt5xp744jn4h,building_centroid
"18 COURT STREET",STAMFORD,CT,41.061156,-73.545106,1,rooftop,"18 Court St",,"Stamford, CT 06902",18,"Court St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnyj3kdhjqtd6ndcdt5xp744jn4h,building_centroid
"20 DALY STREET",STAMFORD,CT,41.054452,-73.528097,1,rooftop,"20 Daly St",,"Stamford, CT 06902",20,"Daly St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxmknfvdmlpphcnxgvn2scbbh9b,building_centroid
"98 ECHO HILL DRIVE",STAMFORD,CT,41.156932,-73.601169,1,rooftop,"98 Echo Hill Dr",,"Stamford, CT 06903",98,"Echo Hill Dr",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnt2mc8jqumg55eynl8cdyrhdh7g,building_centroid
"39 MAPLE TREE AVENUE #26",STAMFORD,CT,41.071279,-73.514165,1,rooftop,"39 Maple Tree Ave","Unit 26","Stamford, CT 06906",39,"Maple Tree Ave",Unit,26,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnlpm6xtnxdrsmeb9gcucgrfgygb-9ld4lt3gbg83e,building_centroid
"54 STONE STREET",STAMFORD,CT,41.042133,-73.534673,1,rooftop,"54 Stone St",,"Stamford, CT 06902",54,"Stone St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnkjry73mge2g935ljknd99gktg4,building_centroid
